/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=24 dataset=bitcoinotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (5881 nodes) → full-neighbour training sampler

Training 25 epochs | 3 views | λ_koop=0.0 | PPR α=0.2

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 41.8675 | KOOP 0.0000 | τ 0.0703 | Total 41.8675
Epoch 00001 | NCE 33.9868 | KOOP 0.0000 | τ 0.0705 | Total 33.9868
Epoch 00002 | NCE 29.9235 | KOOP 0.0000 | τ 0.0708 | Total 29.9235
Epoch 00003 | NCE 26.7353 | KOOP 0.0000 | τ 0.0710 | Total 26.7353
Epoch 00004 | NCE 25.6198 | KOOP 0.0000 | τ 0.0710 | Total 25.6198
Epoch 00005 | NCE 24.1664 | KOOP 0.0000 | τ 0.0711 | Total 24.1664
Epoch 00006 | NCE 19.3950 | KOOP 0.0000 | τ 0.0710 | Total 19.3950
Epoch 00007 | NCE 18.3585 | KOOP 0.0000 | τ 0.0709 | Total 18.3585
Epoch 00008 | NCE 17.3056 | KOOP 0.0000 | τ 0.0708 | Total 17.3056
Epoch 00009 | NCE 19.7928 | KOOP 0.0000 | τ 0.0707 | Total 19.7928
Epoch 00010 | NCE 15.8282 | KOOP 0.0000 | τ 0.0705 | Total 15.8282
Epoch 00011 | NCE 18.2720 | KOOP 0.0000 | τ 0.0704 | Total 18.2720
Epoch 00012 | NCE 18.0339 | KOOP 0.0000 | τ 0.0703 | Total 18.0339
Epoch 00013 | NCE 17.4734 | KOOP 0.0000 | τ 0.0702 | Total 17.4734
Epoch 00014 | NCE 17.2045 | KOOP 0.0000 | τ 0.0702 | Total 17.2045
Epoch 00015 | NCE 16.7686 | KOOP 0.0000 | τ 0.0701 | Total 16.7686
Epoch 00016 | NCE 16.2338 | KOOP 0.0000 | τ 0.0700 | Total 16.2338
Epoch 00017 | NCE 15.8772 | KOOP 0.0000 | τ 0.0700 | Total 15.8772
Epoch 00018 | NCE 15.4241 | KOOP 0.0000 | τ 0.0699 | Total 15.4241
Epoch 00019 | NCE 15.0649 | KOOP 0.0000 | τ 0.0699 | Total 15.0649
Epoch 00020 | NCE 11.5343 | KOOP 0.0000 | τ 0.0699 | Total 11.5343
Epoch 00021 | NCE 15.3449 | KOOP 0.0000 | τ 0.0699 | Total 15.3449
Epoch 00022 | NCE 14.9979 | KOOP 0.0000 | τ 0.0699 | Total 14.9979
Epoch 00023 | NCE 11.8210 | KOOP 0.0000 | τ 0.0699 | Total 11.8210
Epoch 00024 | NCE 15.1040 | KOOP 0.0000 | τ 0.0699 | Total 15.1040
  LinEval    0 | train 0.4514 | val 0.4711 | micro 0.4666 | wei 0.3898
  LinEval  500 | train 0.6882 | val 0.5425 | micro 0.5340 | wei 0.5331
  LinEval 1000 | train 0.6848 | val 0.5357 | micro 0.5365 | wei 0.5360
  LinEval 1500 | train 0.6831 | val 0.5391 | micro 0.5357 | wei 0.5353
  LinEval 1999 | train 0.6831 | val 0.5391 | micro 0.5355 | wei 0.5350
  LinEval    0 | train 0.2266 | val 0.3895 | micro 0.3761 | wei 0.3808
  LinEval  500 | train 0.6917 | val 0.5442 | micro 0.5399 | wei 0.5384
  LinEval 1000 | train 0.6882 | val 0.5357 | micro 0.5361 | wei 0.5353
  LinEval 1500 | train 0.6882 | val 0.5374 | micro 0.5359 | wei 0.5353
  LinEval 1999 | train 0.6831 | val 0.5391 | micro 0.5359 | wei 0.5354
  LinEval    0 | train 0.4003 | val 0.4592 | micro 0.4552 | wei 0.4236
  LinEval  500 | train 0.6882 | val 0.5425 | micro 0.5363 | wei 0.5353
  LinEval 1000 | train 0.6882 | val 0.5357 | micro 0.5353 | wei 0.5346
  LinEval 1500 | train 0.6831 | val 0.5374 | micro 0.5355 | wei 0.5350
  LinEval 1999 | train 0.6831 | val 0.5391 | micro 0.5355 | wei 0.5350
  LinEval    0 | train 0.3441 | val 0.4303 | micro 0.4139 | wei 0.3806
  LinEval  500 | train 0.6917 | val 0.5391 | micro 0.5385 | wei 0.5374
  LinEval 1000 | train 0.6882 | val 0.5357 | micro 0.5361 | wei 0.5354
  LinEval 1500 | train 0.6814 | val 0.5374 | micro 0.5357 | wei 0.5352
  LinEval 1999 | train 0.6831 | val 0.5391 | micro 0.5353 | wei 0.5348
  LinEval    0 | train 0.3066 | val 0.4201 | micro 0.4152 | wei 0.3025
  LinEval  500 | train 0.6865 | val 0.5408 | micro 0.5397 | wei 0.5385
  LinEval 1000 | train 0.6882 | val 0.5357 | micro 0.5357 | wei 0.5350
  LinEval 1500 | train 0.6882 | val 0.5323 | micro 0.5361 | wei 0.5356
  LinEval 1999 | train 0.6848 | val 0.5510 | micro 0.5334 | wei 0.5330

Linear evaluation  Acc: 0.5522  Wei-F1: 0.5484
[ablate-result] ablation=none seed=24 dataset=bitcoinotc task=classification result={'accuracy': 0.5521886944770813, 'weighted_f1': 0.5484328866004944}
