/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=7 dataset=bitcoinotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (5881 nodes) → full-neighbour training sampler

Training 25 epochs | 3 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 34.1380 | KOOP 0.0000 | τ 0.0703 | Total 34.1380
Epoch 00001 | NCE 34.4098 | KOOP 0.0000 | τ 0.0706 | Total 34.4098
Epoch 00002 | NCE 30.0040 | KOOP 0.0000 | τ 0.0708 | Total 30.0040
Epoch 00003 | NCE 27.4210 | KOOP 0.0000 | τ 0.0710 | Total 27.4210
Epoch 00004 | NCE 25.4555 | KOOP 0.0000 | τ 0.0711 | Total 25.4555
Epoch 00005 | NCE 24.7081 | KOOP 0.0000 | τ 0.0712 | Total 24.7081
Epoch 00006 | NCE 23.5698 | KOOP 0.0000 | τ 0.0712 | Total 23.5698
Epoch 00007 | NCE 21.6331 | KOOP 0.0000 | τ 0.0711 | Total 21.6331
Epoch 00008 | NCE 20.8761 | KOOP 0.0000 | τ 0.0710 | Total 20.8761
Epoch 00009 | NCE 20.3098 | KOOP 0.0000 | τ 0.0709 | Total 20.3098
Epoch 00010 | NCE 19.2455 | KOOP 0.0000 | τ 0.0707 | Total 19.2455
Epoch 00011 | NCE 15.6821 | KOOP 0.0000 | τ 0.0706 | Total 15.6821
Epoch 00012 | NCE 18.1020 | KOOP 0.0000 | τ 0.0705 | Total 18.1020
Epoch 00013 | NCE 14.3770 | KOOP 0.0000 | τ 0.0704 | Total 14.3770
Epoch 00014 | NCE 17.5770 | KOOP 0.0000 | τ 0.0703 | Total 17.5770
